what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1426286160744
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1426286160744
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1426286160744
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1426286160744
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1426286160744
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1426286160744
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1426286160744
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1426286160744
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1426286160744
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1426286160744
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1426286160744
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1426286160744
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1426286160744
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1426286160744
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1426286160744
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1426286160744
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1426286160744
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1426286160744
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1426286160744
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1426286160744
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1426286160744
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1426286160744
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1426286160744
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1426286160744
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1426286160744
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1426286160744
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1426286160744
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1426286160744
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1426286160744
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1426286160744
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1426286160744
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1426286160744
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1426286160744
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1426286160744
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1426286160744
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1426286160744
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1426286160744
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1426286160744
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1426286160744
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1426286160744
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1426286160744
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1426286160760
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1426286160760
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1426286160760
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1426286160760
os,sysinfo,,,"win32",1426286160760
arch,sysinfo,,,"x86",1426286160760
ws,sysinfo,,,"win32",1426286160760
locale,sysinfo,,,"en_CA",1426286160760
processors,sysinfo,,,"8",1426286160760
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1426286160760
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1426286160760
java.specification.name,sysinfo,,,"Java Platform API Specification",1426286160760
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426286160760
java.specification.version,sysinfo,,,"1.6",1426286160760
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1426286160760
java.version,sysinfo,,,"1.6.0_23",1426286160760
java.vm.info,sysinfo,,,"mixed mode",1426286160760
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1426286160760
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1426286160760
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426286160760
java.vm.specification.version,sysinfo,,,"1.0",1426286160760
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1426286160760
java.vm.version,sysinfo,,,"19.0-b09",1426286160760
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1426286160947
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1426286161196
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1426286161243
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426286161586
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1426286162413
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1426286162444
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1426286162444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286163412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286164582
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1426286165065
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1426286165065
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426286166625
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1426286166813
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1426286166813
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1426286166813
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1426286166813
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1426286166828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286905798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286915355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286916011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286916592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286917232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286918168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286919104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286929682
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426286933239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286947767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426286959936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1426286992870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426286998751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426287006943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1426287011451
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1426287012154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426287027864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1426287028659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1426287030485
